dataset,file,num_rows_used,mle_time_sec,surrogate_time_sec
n200,634_200_4.csv,200,0.5174422264099121,0.0025160312652587
n200,12_200_4.csv,200,0.4376509189605713,0.0017557144165039
n200,370_200_4.csv,200,0.7016022205352783,0.004396915435791
n200,1227_200_4.csv,200,0.5560488700866699,0.0052926540374755
n200,79_200_4.csv,200,0.4416821002960205,0.0048079490661621
n200,35_200_4.csv,200,0.6726408004760742,0.0038678646087646
n200,816_200_4.csv,200,0.6452150344848633,0.0076067447662353
n200,959_200_4.csv,200,0.4834911823272705,0.0023088455200195
n200,929_200_4.csv,200,0.8905582427978516,0.0026330947875976
n200,1183_200_4.csv,200,0.6199088096618652,0.0017170906066894
n200,209_200_4.csv,200,1.0680501461029053,0.0016877651214599
n200,343_200_4.csv,200,0.5354440212249756,0.0031280517578125
n200,365_200_4.csv,200,0.5967259407043457,0.0028631687164306
n200,103_200_4.csv,200,0.6602168083190918,0.0032229423522949
n200,526_200_4.csv,200,0.792626142501831,0.0025219917297363
n200,963_200_4.csv,200,0.5605182647705078,0.0085899829864501
n200,942_200_4.csv,200,0.4862267971038818,0.0037651062011718
n200,1057_200_4.csv,200,0.6313588619232178,0.0038731098175048
n200,157_200_4.csv,200,0.565561056137085,0.0022251605987548
n200,415_200_4.csv,200,0.7126889228820801,0.0037989616394042
n200,1063_200_4.csv,200,0.4889459609985351,0.0031802654266357
n200,1236_200_4.csv,200,0.4655911922454834,0.0020480155944824
n400,883_400_4.csv,400,1.3439011573791504,0.0141010284423828
n400,475_400_4.csv,400,1.5433759689331057,0.0045549869537353
n400,995_400_4.csv,400,4.924525022506714,0.0036098957061767
n400,222_400_4.csv,400,3.3887979984283447,0.0057129859924316
n400,1177_400_4.csv,400,1.64538311958313,0.0047757625579833
n400,752_400_4.csv,400,5.57176399230957,0.0046949386596679
n400,672_400_4.csv,400,2.685755968093872,0.0040171146392822
n400,924_400_4.csv,400,6.03241491317749,0.0050880908966064
n400,663_400_4.csv,400,4.796489238739014,0.0038630962371826
n400,139_400_4.csv,400,3.887639045715332,0.0038621425628662
n400,979_400_4.csv,400,5.791118621826172,0.0035052299499511
n400,0_400_4.csv,400,1.3500878810882568,0.005016803741455
n400,970_400_4.csv,400,3.815402030944824,0.0053868293762207
n400,252_400_4.csv,400,0.8743948936462402,0.0050339698791503
n400,151_400_4.csv,400,7.568037986755371,0.0037367343902587
n400,1211_400_4.csv,400,2.4711389541625977,0.005185842514038
n400,726_400_4.csv,400,4.1573638916015625,0.0043451786041259
n400,61_400_4.csv,400,3.811812162399292,0.0045959949493408
n400,987_400_4.csv,400,3.0864193439483643,0.004047155380249
n400,833_400_4.csv,400,4.4102349281311035,0.0079588890075683
n400,547_400_4.csv,400,3.867918729782105,0.0042040348052978
n400,453_400_4.csv,400,1.464771032333374,0.0041980743408203
n400,650_400_4.csv,400,6.21659517288208,0.0053799152374267
n400,307_400_4.csv,400,2.612578868865967,0.0033230781555175
n400,574_400_4.csv,400,1.3278632164001465,0.0045750141143798
n400,1066_400_4.csv,400,2.9630918502807617,0.0084080696105957
n400,361_400_4.csv,400,2.143014907836914,0.007073163986206
n400,1043_400_4.csv,400,5.135290145874023,0.004655122756958
n400,534_400_4.csv,400,4.870527982711792,0.0036420822143554
n400,1021_400_4.csv,400,1.655107021331787,0.0162670612335205
n400,132_400_4.csv,400,3.465822219848633,0.0036420822143554
n400,235_400_4.csv,400,4.827441930770874,0.0127990245819091
n400,226_400_4.csv,400,2.5031039714813232,0.0078649520874023
